Run#, Rate rad(Si)/s, Dose rad(Si), Duration Time, Measure Dose rad(Si) (+3%), Cumulative Dose rad(Si), Time on, (seconds), 
1,75,25000,0:05:44,25800,103200,1623,344,SN 9
