Run#, Rate rad(Si)/s, Dose rad(Si), Duration Time, Measure Dose rad(Si) (+3%), Cumulative Dose rad(Si), Time on, (seconds), 
1,142,100000,0:12:06,103092,206292,1648,726,SN 1, 2 and SN 5, 6
