Timestamp, Bytes Received
2025-12-15 10:36:40.922425, 0
2025-12-15 10:36:46.058971, 11520
2025-12-15 10:36:51.089863, 26752
2025-12-15 10:36:56.121985, 41984
2025-12-15 10:37:01.171285, 49792
2025-12-15 10:37:07.212063, 58240
2025-12-15 10:37:12.244531, 73536
2025-12-15 10:37:17.290208, 81472
2025-12-15 10:37:22.322364, 96832
2025-12-15 10:37:27.363580, 104256
2025-12-15 10:37:32.406612, 112192
2025-12-15 10:37:37.448740, 119616
2025-12-15 10:37:42.494663, 127552
2025-12-15 10:37:47.540101, 135360
2025-12-15 10:37:52.573971, 143296
2025-12-15 10:37:57.615267, 151232
2025-12-15 10:38:02.657445, 158784
2025-12-15 10:38:07.696915, 166976
2025-12-15 10:38:12.739892, 174528
2025-12-15 10:38:17.784748, 182464
2025-12-15 10:38:22.817088, 197696
2025-12-15 10:38:27.852403, 211520
2025-12-15 10:38:32.891582, 219840
2025-12-15 10:38:37.924085, 227136
2025-12-15 10:38:42.956412, 242368
2025-12-15 10:38:47.988355, 257408
2025-12-15 10:38:53.032199, 265984
2025-12-15 10:38:58.070781, 273472
2025-12-15 10:39:03.111846, 281792
2025-12-15 10:39:08.150283, 289728
2025-12-15 10:39:13.191615, 298048
2025-12-15 10:39:18.231150, 306240
2025-12-15 10:39:23.268170, 314048
2025-12-15 10:39:28.309362, 322112
2025-12-15 10:39:33.349456, 330176
2025-12-15 10:39:38.396319, 337984
2025-12-15 10:39:43.443259, 346176
2025-12-15 10:39:48.490028, 353984
2025-12-15 10:39:53.534656, 361664
2025-12-15 10:39:58.566811, 376960
2025-12-15 10:40:03.605304, 384384
2025-12-15 10:40:08.644019, 391936
2025-12-15 10:40:13.685833, 399872
2025-12-15 10:40:18.729542, 408192
2025-12-15 10:40:23.768260, 416256
2025-12-15 10:40:28.813199, 424320
2025-12-15 10:40:33.856041, 431488
2025-12-15 10:40:38.893477, 438656
2025-12-15 10:40:43.935945, 446656
2025-12-15 10:40:48.978905, 454464
2025-12-15 10:40:54.022701, 462400
2025-12-15 10:40:59.065792, 470336
2025-12-15 10:41:04.108538, 478144
2025-12-15 10:41:09.146519, 486208
2025-12-15 10:41:14.184217, 494272
2025-12-15 10:41:19.224004, 501440
2025-12-15 10:41:24.256592, 516800
2025-12-15 10:41:29.300348, 524352
2025-12-15 10:41:34.335222, 539648
2025-12-15 10:41:39.367795, 554944
2025-12-15 10:41:44.411833, 563008
2025-12-15 10:41:49.457854, 570944
2025-12-15 10:41:54.502628, 578496
2025-12-15 10:41:59.537916, 586816
2025-12-15 10:42:04.582873, 594496
2025-12-15 10:42:09.626859, 602304
2025-12-15 10:42:14.671271, 610368
2025-12-15 10:42:19.714127, 617920
2025-12-15 10:42:24.757135, 625984
2025-12-15 10:42:29.798238, 633728
2025-12-15 10:42:34.840661, 641536
2025-12-15 10:42:39.883889, 649344
2025-12-15 10:42:44.927520, 657280
2025-12-15 10:42:49.965124, 664576
2025-12-15 10:42:55.003211, 672512
2025-12-15 10:43:00.041314, 680448
2025-12-15 10:43:05.079973, 688768
2025-12-15 10:43:10.123952, 696704
2025-12-15 10:43:15.166148, 704512
2025-12-15 10:43:20.211510, 712320
2025-12-15 10:43:25.249625, 719872
2025-12-15 10:43:30.294082, 727936
2025-12-15 10:43:35.334617, 736000
2025-12-15 10:43:40.377146, 743296
2025-12-15 10:43:45.422382, 751488
2025-12-15 10:43:50.459679, 759296
2025-12-15 10:43:55.497111, 766720
2025-12-15 10:44:00.529282, 782016
2025-12-15 10:44:05.571758, 789696
2025-12-15 10:44:10.614754, 797248
2025-12-15 10:44:15.653846, 805312
2025-12-15 10:44:20.695674, 813184
2025-12-15 10:44:25.735007, 821248
2025-12-15 10:44:30.779234, 828928
2025-12-15 10:44:35.822805, 836608
2025-12-15 10:44:40.865268, 844544
2025-12-15 10:44:45.911274, 852608
2025-12-15 10:44:50.954183, 860416
2025-12-15 10:44:55.998373, 868096
2025-12-15 10:45:01.043239, 875520
2025-12-15 10:45:06.089570, 883456
2025-12-15 10:45:11.129806, 891648
2025-12-15 10:45:16.168106, 899200
2025-12-15 10:45:21.205772, 906624
2025-12-15 10:45:26.243255, 914688
2025-12-15 10:45:31.282947, 922752
2025-12-15 10:45:36.321205, 930816
2025-12-15 10:45:41.364424, 938496
2025-12-15 10:45:46.403751, 946560
2025-12-15 10:45:51.442932, 954624
2025-12-15 10:45:56.481797, 962560
2025-12-15 10:46:01.514023, 977920
2025-12-15 10:46:06.555109, 985792
2025-12-15 10:46:11.591742, 993344
