Timestamp, Bytes Received
2025-12-15 12:54:35.096204, 0
2025-12-15 12:54:43.814686, 7168
2025-12-15 12:54:48.852746, 15360
2025-12-15 12:54:53.900581, 23296
2025-12-15 12:54:58.940080, 31616
2025-12-15 12:55:03.980399, 39808
2025-12-15 12:55:09.018575, 47488
2025-12-15 12:55:14.063179, 55808
2025-12-15 12:55:19.095946, 65024
2025-12-15 12:55:24.143299, 73600
2025-12-15 12:55:29.185710, 81600
2025-12-15 12:55:34.223741, 89792
2025-12-15 12:55:39.257283, 97856
2025-12-15 12:55:44.296523, 105280
2025-12-15 12:55:49.334240, 113216
2025-12-15 12:55:54.378807, 121024
2025-12-15 12:55:59.418651, 129216
2025-12-15 12:56:04.455691, 137280
2025-12-15 12:56:09.494610, 144704
2025-12-15 12:56:14.527193, 152896
2025-12-15 12:56:19.558881, 167680
2025-12-15 12:56:24.605010, 175744
2025-12-15 12:56:29.644638, 183936
2025-12-15 12:56:34.683892, 192256
2025-12-15 12:56:39.725664, 200064
2025-12-15 12:56:44.771259, 208256
2025-12-15 12:56:49.798628, 217280
2025-12-15 12:56:54.836997, 224576
2025-12-15 12:56:59.888161, 232640
2025-12-15 12:57:04.927763, 240576
2025-12-15 12:57:09.964959, 248512
2025-12-15 12:57:15.010872, 261568
2025-12-15 12:57:20.044828, 270528
2025-12-15 12:57:25.074302, 278592
2025-12-15 12:57:30.118696, 288064
2025-12-15 12:57:35.163279, 296256
2025-12-15 12:57:40.203279, 304320
2025-12-15 12:57:45.248531, 312256
2025-12-15 12:57:50.287940, 319936
2025-12-15 12:57:55.327440, 328256
2025-12-15 12:58:00.367804, 336448
2025-12-15 12:58:05.411732, 344512
2025-12-15 12:58:10.456668, 352192
2025-12-15 12:58:15.498053, 359744
2025-12-15 12:58:20.538589, 367808
2025-12-15 12:58:25.583462, 375488
2025-12-15 12:58:30.616203, 383040
2025-12-15 12:58:35.657273, 391168
2025-12-15 12:58:40.694547, 399104
2025-12-15 12:58:45.739892, 407168
2025-12-15 12:58:50.784077, 414848
2025-12-15 12:58:55.823303, 422784
2025-12-15 12:59:00.867396, 430976
2025-12-15 12:59:05.905771, 439040
2025-12-15 12:59:10.948670, 446464
2025-12-15 12:59:15.989178, 454016
2025-12-15 12:59:21.026961, 461952
2025-12-15 12:59:26.067017, 470144
2025-12-15 12:59:31.106701, 477824
2025-12-15 12:59:36.152546, 486016
2025-12-15 12:59:41.190544, 493312
2025-12-15 12:59:46.236393, 501504
2025-12-15 12:59:51.274756, 508800
2025-12-15 12:59:56.319717, 516736
2025-12-15 13:00:01.359447, 524288
2025-12-15 13:00:06.397457, 531968
2025-12-15 13:00:11.433502, 539904
2025-12-15 13:00:16.475200, 547584
