Timestamp, Bytes Received
2025-12-15 11:45:42.085862, 0
2025-12-15 11:46:49.156172, 64
2025-12-15 11:46:54.190806, 8448
2025-12-15 11:46:59.229115, 16384
2025-12-15 11:47:04.276447, 24448
2025-12-15 11:47:09.316941, 32000
2025-12-15 11:47:14.355193, 39936
2025-12-15 11:47:19.399883, 47872
2025-12-15 11:47:24.438714, 55168
2025-12-15 11:47:29.484526, 63232
2025-12-15 11:47:34.525018, 71424
2025-12-15 11:47:39.569084, 79296
2025-12-15 11:47:44.610971, 87360
2025-12-15 11:47:49.656702, 95168
2025-12-15 11:47:54.694819, 102976
2025-12-15 11:47:59.740252, 111040
2025-12-15 11:48:04.770338, 120960
2025-12-15 11:48:09.812736, 129024
2025-12-15 11:48:14.857614, 136960
2025-12-15 11:48:19.903229, 145152
2025-12-15 11:48:24.943176, 153088
2025-12-15 11:48:29.982479, 161408
2025-12-15 11:48:35.023773, 169600
2025-12-15 11:48:40.069750, 177792
2025-12-15 11:48:45.102300, 193088
2025-12-15 11:48:50.148153, 201280
2025-12-15 11:48:55.185653, 209344
2025-12-15 11:49:00.215631, 224640
2025-12-15 11:49:05.248232, 240000
2025-12-15 11:49:10.278590, 249088
2025-12-15 11:49:15.319524, 257024
2025-12-15 11:49:20.349241, 264832
2025-12-15 11:49:25.386794, 272640
2025-12-15 11:49:30.426302, 280064
2025-12-15 11:49:35.470963, 287744
2025-12-15 11:49:40.514585, 295424
2025-12-15 11:49:45.550279, 310976
2025-12-15 11:49:50.589184, 319424
2025-12-15 11:49:55.628862, 327616
2025-12-15 11:50:00.674868, 335680
2025-12-15 11:50:05.721000, 343872
2025-12-15 11:50:10.760370, 351936
2025-12-15 11:50:15.799559, 360256
2025-12-15 11:50:20.844985, 368192
2025-12-15 11:50:25.885076, 375744
2025-12-15 11:50:30.925606, 383808
2025-12-15 11:50:35.967977, 391872
2025-12-15 11:50:41.008869, 399680
2025-12-15 11:50:46.052344, 407552
2025-12-15 11:50:51.098287, 415104
2025-12-15 11:50:56.136240, 423040
2025-12-15 11:51:01.180885, 430592
2025-12-15 11:51:06.225894, 438400
2025-12-15 11:51:11.257982, 453760
2025-12-15 11:51:16.289352, 468096
2025-12-15 11:51:21.330836, 476288
2025-12-15 11:51:26.361096, 484992
2025-12-15 11:51:31.398812, 492544
2025-12-15 11:51:36.440863, 500480
2025-12-15 11:51:41.485355, 508160
2025-12-15 11:51:46.525529, 516352
