Timestamp, Bytes Received
2025-12-15 12:50:21.770865, 0
2025-12-15 12:50:29.102417, 15232
2025-12-15 12:50:34.159733, 30272
2025-12-15 12:50:39.216074, 45440
2025-12-15 12:50:44.273556, 60544
2025-12-15 12:50:49.357613, 75776
2025-12-15 12:50:54.414518, 90816
2025-12-15 12:50:59.444745, 105984
